year n min max mean median std n_outliers f_n f_min f_max f_mean f_median f_std m_n m_min m_max m_mean m_median m_std
1970	30	9	497	157.20	135.0	112.83	1	1	62	62	62.00	62.0	 0.00	29	9	497	160.48	136.0	113.34
1971	28	12	394	132.04	107.0	96.54	0	5	12	246	89.80	71.0	81.28	22	15	394	146.73	135.0	95.75
1972	43	5	513	142.86	125.0	119.41	1	3	68	349	179.67	122.0	121.75	40	5	513	140.10	126.0	118.78
1973	39	8	497	138.85	115.0	104.74	1	1	8	8	 8.00	8.0	 0.00	37	22	497	145.49	117.0	103.45
1974	41	7	495	135.12	96.0	114.53	1	4	56	261	150.75	143.0	81.96	28	7	495	135.68	91.5	128.03
1975	42	14	424	175.38	162.5	100.99	0	5	60	351	174.20	134.0	107.44	29	44	424	200.24	212.0	95.22
1976	52	6	754	151.69	105.0	147.55	1	2	39	67	53.00	53.0	14.00	42	6	542	157.64	120.0	125.69
1977	60	3	363	136.83	133.0	88.87	0	2	100	154	127.00	127.0	27.00	45	12	363	140.80	136.0	83.73
1978	54	8	538	129.31	89.0	107.22	2	0	nan	nan	  nan	nan	nan	42	15	538	132.67	99.0	109.97
1979	47	14	340	118.49	103.0	86.72	0	3	56	326	164.33	111.0	116.50	37	14	340	119.32	94.0	88.48
1980	42	11	292	119.67	98.0	71.35	0	4	64	145	86.75	69.0	33.69	32	11	292	124.44	102.5	71.97
1981	53	5	767	124.13	82.0	126.28	1	4	41	135	78.75	69.5	34.64	42	5	382	115.48	82.5	94.95
1982	44	7	763	145.98	127.0	128.04	1	8	69	178	132.12	134.5	41.01	33	7	763	144.91	115.0	137.04
1983	53	2	473	151.70	136.0	108.22	0	3	29	220	119.33	109.0	78.32	39	2	402	142.38	125.0	106.97
1984	43	19	509	142.05	94.0	115.44	1	4	19	175	75.00	53.0	59.59	32	19	509	149.66	98.0	118.13
1985	63	4	342	106.60	86.0	80.57	0	3	5	106	65.67	86.0	43.67	51	8	342	107.25	92.0	79.27
1986	48	12	1584	182.29	138.5	231.30	1	6	44	311	140.83	81.0	106.07	41	12	1584	186.00	141.0	245.95
1987	61	10	276	112.08	100.0	64.75	0	16	30	230	110.88	105.5	60.30	44	10	276	109.16	89.5	63.13
1988	61	4	698	121.25	91.0	108.93	1	8	21	234	89.88	77.5	63.08	52	4	698	126.62	96.0	114.51
1989	83	5	363	110.02	80.0	86.41	0	15	20	254	97.20	94.0	65.01	66	5	357	108.53	76.0	86.01
1990	87	2	568	114.62	77.0	111.12	3	18	4	568	147.33	72.0	154.47	66	2	256	94.50	74.0	73.17
1991	102	5	762	134.34	90.0	145.72	3	14	15	238	89.43	78.5	60.76	82	5	762	137.17	89.0	155.33
1992	103	3	526	99.19	78.0	83.35	1	16	7	299	84.12	57.5	78.35	86	3	526	100.87	83.0	83.82
1993	103	5	654	123.11	95.0	101.93	2	14	19	654	155.50	108.5	157.06	81	5	504	120.43	95.0	89.58
1994	107	5	645	127.05	98.0	122.71	2	18	9	255	93.61	79.0	72.91	81	11	645	128.21	99.0	123.25
1995	105	7	811	122.14	80.0	120.44	1	22	40	384	125.73	88.0	92.58	78	7	811	117.06	75.5	125.96
1996	42	12	549	101.43	63.5	99.76	1	5	32	549	186.20	140.0	188.39	33	12	247	82.18	58.0	65.46
1997	90	5	401	88.69	73.0	75.60	2	13	36	206	83.54	70.0	53.04	73	5	299	83.73	73.0	65.67
1998	105	6	453	98.55	76.0	82.39	2	17	18	275	99.12	80.0	70.07	87	6	453	96.49	70.0	83.06
1999	96	3	727	99.18	67.0	106.36	3	17	9	727	132.12	67.0	161.61	76	3	530	90.34	67.5	86.47
2000	116	4	385	77.30	55.5	68.46	2	17	5	124	51.71	43.0	34.51	92	4	327	76.87	56.5	65.11
2001	105	2	480	82.49	62.0	76.28	2	25	2	202	65.72	54.0	52.04	73	10	480	83.42	58.0	76.72
2002	110	2	500	82.75	58.0	79.88	2	21	2	250	74.76	50.0	70.91	85	2	500	85.65	63.0	82.42
2003	85	2	1152	93.80	59.0	149.44	2	18	2	529	83.56	49.5	113.60	63	4	402	72.14	59.0	65.12
2004	144	4	541	84.63	58.5	89.50	4	30	7	401	72.53	37.5	83.31	111	4	541	87.59	61.0	91.37
2005	152	2	518	79.39	53.0	88.23	6	34	4	415	93.50	55.5	100.91	112	2	518	74.22	52.0	84.40
2006	152	3	545	71.91	50.5	74.41	3	31	9	237	67.19	37.0	61.45	111	3	545	74.32	51.0	79.08
2007	179	3	530	66.51	44.0	73.08	4	38	3	169	46.63	31.5	41.37	139	3	530	72.09	46.0	79.06
2008	213	2	472	55.34	36.0	62.57	5	58	11	472	59.09	33.5	84.00	150	2	300	55.04	36.0	52.73
2009	216	2	509	50.71	35.5	55.68	5	69	2	251	45.91	36.0	40.81	140	2	509	51.84	33.0	60.03
2010	200	2	234	34.89	23.0	34.67	4	55	2	115	29.42	21.0	26.19	140	2	234	37.76	25.5	37.59
2011	232	1	278	36.70	20.5	45.35	9	58	2	181	32.88	20.0	38.00	159	1	278	38.30	21.0	48.70
2012	359	1	386	24.90	14.0	34.99	8	97	1	136	17.62	10.0	22.40	232	1	386	25.69	15.5	37.45
2013	325	1	312	25.74	12.0	41.09	7	82	1	121	23.26	13.5	26.24	217	1	249	24.29	11.0	37.49
2014	335	1	179	19.16	10.0	26.39	10	98	1	179	18.62	9.5	25.35	220	1	176	19.59	10.0	27.07
2015	246	1	135	19.74	10.0	25.85	6	63	1	121	19.33	9.0	27.73	167	1	120	18.80	10.0	23.47
