n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_1992 | fa_1993 | fa_1994 | fa_1995 | fa_1996 | fa_1997 | fa_1998 | fa_1999 | fa_2000 | fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_1992 | all_1993 | all_1994 | all_1995 | all_1996 | all_1997 | all_1998 | all_1999 | all_2000 | all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
11 | Sturmann, Laszlo | VANDERBILT UNIVERSITY | 1997 | male | 2 | 0 | 1997 | 2 | 112 | 2016 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 7 | 6 | 8 | 8 | 9 | 19 | 17 | 13 | 7 | 11 | 4 |
12 | Subramanian, Prasad | GEORGE MASON UNIVERSITY | 1997 | male | 2 | 18 | 2014 | 2 | 40 | 2016 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 2 | 0 | 2 | 0 | 1 | 2 | 1 | 1 | 2 | 1 | 2 | 0 | 1 | 2 | 0 | 1 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 2 | 1 | 5 | 0 | 2 | 3 | 3 | 3 | 3 | 2 | 2 | 0 | 2 | 2 | 1 | 2 | 4 | 3 |
13 | Greiveldinger, Christopher Mark | THE UNIVERSITY OF WISCONSIN - MADISON | 1997 | male | 3 | 1 | 1999 | 4 | 1 | 1999 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
14 | Breault, John Louis, IV | UNIVERSITY OF CALIFORNIA, IRVINE | 1997 | male | 1 | 0 | 1997 | 9 | 1 | 1999 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 3 | 1 | 2 | 0 | 3 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
15 | Cruzen, Shawn Timothy | UNIVERSITY OF NEVADA, LAS VEGAS | 1997 | male | 2 | 2 | 2005 | 4 | 2 | 2005 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
16 | Gordon, Karl Douglas | THE UNIVERSITY OF TOLEDO | 1997 | male | 5 | 22 | 2017 | 7 | 285 | 2017 | 0 | 0 | 1 | 0 | 0 | 4 | 3 | 1 | 2 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 1 | 2 | 1 | 1 | 0 | 0 | 2 | 1 | 1 |  0 | 0 | 1 | 1 | 1 | 4 | 5 | 5 | 6 | 5 | 3 | 7 | 36 | 27 | 26 | 19 | 14 | 18 | 24 | 23 | 13 | 14 | 15 | 16 | 4 |
17 | Scodeggio, Marco | CORNELL UNIVERSITY | 1997 | male | 6 | 10 | 2009 | 11 | 226 | 2017 | 1 | 1 | 0 | 1 | 0 | 3 | 3 | 1 | 1 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 1 | 0 | 3 | 1 | 4 | 4 | 9 | 7 | 5 | 5 | 4 | 3 | 15 | 10 | 17 | 12 | 21 | 20 | 11 | 13 | 20 | 17 | 10 | 14 |
18 | Rabaca, Carlos Roberto | THE UNIVERSITY OF ALABAMA | 1997 | male | 1 | 0 | 1997 | 3 | 1 | 2012 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |
19 | Sanbonmatsu, Kevin Yosh | UNIVERSITY OF COLORADO AT BOULDER | 1997 | male | 4 | 2 | 2001 | 4 | 2 | 2001 | 1 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
20 | Teplitz, Harry Isaac | UNIVERSITY OF CALIFORNIA, LOS ANGELES | 1997 | male | 1 | 18 | 2013 | 5 | 139 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 2 | 3 | 1 | 0 | 2 | 2 | 1 | 2 | 1 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 3 | 1 | 2 | 6 | 12 | 5 | 4 | 4 | 18 | 9 | 11 | 12 | 3 | 9 | 4 | 9 | 3 | 7 | 6 | 5 | 7 |
21 | Ahmad, Syed Alwi B. | VIRGINIA POLYTECHNIC INSTITUTE AND STATE UNIVERSITY | 1997 | male | 1 | 1 | 2010 | 1 | 23 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 2 | 0 | 17 | 1 |
22 | Watrous, Mitchell James | UNIVERSITY OF WASHINGTON | 1997 | male | 1 | 0 | 1997 | 1 | 1 | 2000 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
23 | Suleiman, Shady Hasan | GEORGIA INSTITUTE OF TECHNOLOGY | 1997 | male | 2 | 0 | 1997 | 2 | 2 | 2002 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
24 | Avizonis, Petras V., Jr. | UNIVERSITY OF MARYLAND COLLEGE PARK | 1997 | male | 1 | 0 | 1997 | 1 | 0 | 1997 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
25 | Pascarelle, Sebastian Michael | ARIZONA STATE UNIVERSITY | 1997 | male | 3 | 3 | 2001 | 10 | 11 | 2002 | 0 | 0 | 0 | 0 | 2 | 1 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 5 | 1 | 2 | 2 | 3 | 2 | 2 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
26 | Ramsey, Stephen Allen | UNIVERSITY OF MARYLAND COLLEGE PARK | 1997 | male | 3 | 3 | 1999 | 3 | 6 | 2004 | 0 | 0 | 0 | 0 | 0 | 3 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 2 | 2 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
27 | Sarmecanic, James Richard | UNIVERSITY OF CALIFORNIA, SAN DIEGO | 1997 | male | 2 | 1 | 1998 | 3 | 1 | 1998 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
28 | Thornley, Michele Diane | UNIVERSITY OF MARYLAND COLLEGE PARK | 1997 | male | 6 | 3 | 2006 | 9 | 40 | 2010 | 0 | 0 | 1 | 1 | 1 | 3 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 2 | 1 | 4 | 1 | 1 | 2 | 2 | 1 | 3 | 4 | 4 | 6 | 8 | 6 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
29 | Young, Lisa Marie | UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN | 1997 | female | 5 | 15 | 2014 | 6 | 92 | 2017 | 0 | 0 | 0 | 0 | 2 | 3 | 1 | 1 | 2 | 1 | 1 | 1 | 0 | 1 | 1 | 1 | 1 | 2 | 0 | 1 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 0 | 0 | 3 | 3 | 2 | 1 | 2 | 2 | 1 | 3 | 1 | 4 | 1 | 5 | 5 | 4 | 4 | 12 | 8 | 13 | 7 | 5 | 6 |
30 | Greenwood, James Paul | BROWN UNIVERSITY | 1997 | male | 3 | 10 | 2011 | 3 | 22 | 2016 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 3 | 2 | 0 | 1 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 2 | 0 | 1 | 6 | 2 | 0 | 2 | 3 | 0 | 2 | 1 | 2 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 1 |
31 | Kolodner, Marc Alan | GEORGIA INSTITUTE OF TECHNOLOGY | 1997 | male | 1 | 1 | 1998 | 2 | 3 | 2002 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
32 | Rozumalski, Robert Anthony | NORTH CAROLINA STATE UNIVERSITY | 1997 | male | 1 | 0 | 1997 | 1 | 0 | 1997 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
33 | Narayanan, Gopalakrishnan | Five College Radio Astronomy Observatory, University of Massachusetts, Amherst MA 01003 | 1997 | male | 1 | 1 | 2002 | 1 | 7 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 1 |
34 | Ramos-Colon, Elio | GEORGE MASON UNIVERSITY | 1997 | male | 1 | 0 | 1997 | 1 | 0 | 1997 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
35 | Gibson, Steven John | THE UNIVERSITY OF WISCONSIN - MADISON | 1997 | male | 1 | 9 | 2006 | 1 | 37 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 1 | 0 | 0 | 2 | 0 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 5 | 2 | 1 | 0 | 0 | 3 | 0 | 4 | 1 | 0 | 1 | 3 | 1 | 1 | 2 | 5 | 2 | 3 | 3 |
36 | Jore, Katherine Patricia | CORNELL UNIVERSITY | 1997 | female | 2 | 0 | 1997 | 5 | 2 | 2001 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 3 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
37 | Holbrook, Jarita Charmain | UNIVERSITY OF CALIFORNIA, SANTA CRUZ | 1997 | female | 1 | 5 | 2010 | 2 | 5 | 2010 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
38 | Lay, Yat-Lo | UNIVERSITY OF CALIFORNIA, LOS ANGELES | 1997 | male | 1 | 0 | 1997 | 1 | 0 | 1997 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
39 | Kondo, Shinji | UNIVERSITY OF HAWAII | 1997 | male | 1 | 0 | 1997 | 2 | 3 | 2010 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
40 | Moore, Guy David | PRINCETON UNIVERSITY | 1997 | male | 2 | 4 | 2006 | 5 | 23 | 2017 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 0 | 0 | 2 | 0 | 1 | 1 | 1 | 3 | 2 | 1 | 0 | 2 | 1 | 2 | 1 | 0 | 1 | 0 | 1 | 1 | 0 | 3 | 0 | 2 |
41 | Baker, Ronald David, II | UNIVERSITY OF CALIFORNIA, LOS ANGELES | 1997 | male | 2 | 6 | 2000 | 17 | 12 | 2011 | 1 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  3 | 0 | 3 | 3 | 1 | 7 | 4 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |
42 | Blais, Kristin Adrienne | UNIVERSITY OF HAWAII | 1997 | female | 1 | 0 | 1997 | 1 | 0 | 1997 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
43 | Dineva, Tamara Simeonova | FLORIDA ATLANTIC UNIVERSITY | 1997 | female | 1 | 0 | 1997 | 3 | 0 | 1997 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
44 | Arge, Charles Nickolos | UNIVERSITY OF DELAWARE | 1997 | male | 2 | 4 | 2004 | 3 | 35 | 2016 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 0 | 2 | 0 | 3 | 2 | 0 | 1 | 5 | 3 | 2 | 4 | 2 | 3 | 1 | 3 | 2 |
45 | Rizzi, Anthony | PRINCETON UNIVERSITY | 1997 | male | 1 | 3 | 2002 | 1 | 20 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 1 | 0 | 6 | 7 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 |
46 | Scully, Sean Thomas | UNIVERSITY OF MINNESOTA | 1997 | male | 4 | 4 | 2014 | 8 | 19 | 2016 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 1 | 1 | 2 | 4 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 2 | 1 | 1 | 3 | 1 | 1 | 1 | 0 | 3 | 1 | 1 |
47 | Trentham, Neil Austin | UNIVERSITY OF HAWAII | 1997 | male | 6 | 19 | 2009 | 8 | 49 | 2014 | 0 | 0 | 1 | 1 | 0 | 4 | 5 | 2 | 0 | 6 | 3 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 1 | 5 | 7 | 4 | 0 | 12 | 6 | 0 | 1 | 4 | 1 | 0 | 4 | 2 | 3 | 3 | 1 | 0 | 1 | 0 | 0 |
48 | Chanover, Nancy Janet | NEW MEXICO STATE UNIVERSITY | 1997 | female | 3 | 4 | 2014 | 5 | 35 | 2016 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 |  0 | 1 | 0 | 1 | 1 | 2 | 1 | 0 | 0 | 1 | 0 | 1 | 1 | 3 | 2 | 0 | 2 | 4 | 1 | 3 | 3 | 3 | 5 | 2 | 3 |
49 | Robinson, Craig Richard | THE PENNSYLVANIA STATE UNIVERSITY | 1997 | male | 3 | 1 | 2006 | 10 | 108 | 2016 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 3 | 1 | 1 | 4 | 10 | 6 | 1 | 0 | 1 | 0 | 0 | 5 | 6 | 8 | 14 | 16 | 9 | 7 | 18 | 6 | 0 | 0 | 1 |
50 | Howison, Ruth Clarissa | UNIVERSITY OF CINCINNATI | 1997 | female | 1 | 0 | 1997 | 1 | 0 | 1997 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
51 | Barkan, Adrian James | THE UNIVERSITY OF IOWA | 1997 | male | 4 | 0 | 1997 | 4 | 1 | 1998 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
52 | Cardall, Christian Young | UNIVERSITY OF CALIFORNIA, SAN DIEGO | 1997 | male | 7 | 16 | 2015 | 7 | 22 | 2015 | 0 | 0 | 0 | 0 | 3 | 4 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 3 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 2 | 1 | 2 | 0 |  0 | 0 | 0 | 0 | 3 | 4 | 0 | 1 | 1 | 2 | 0 | 1 | 1 | 4 | 0 | 1 | 1 | 1 | 1 | 1 | 1 | 3 | 1 | 2 | 0 |
53 | Devine, David Hunter | UNIVERSITY OF COLORADO AT BOULDER | 1997 | male | 2 | 7 | 2009 | 10 | 12 | 2009 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 4 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 1 | 2 | 5 | 3 | 4 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
54 | France, Ralph Hayward, III | Yale University | 1997 | male | 1 | 2 | 2003 | 2 | 2 | 2003 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
55 | Beegle, Luther W. | UNIVERSITY OF ALABAMA AT BIRMINGHAM | 1997 | male | 3 | 5 | 2009 | 7 | 35 | 2017 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 3 | 0 | 4 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 4 | 2 | 1 | 0 | 3 | 10 | 6 | 2 | 1 |
56 | McKenzie, David Eugene | UNIVERSITY OF DELAWARE | 1997 | male | 3 | 9 | 2013 | 7 | 48 | 2017 | 0 | 0 | 0 | 0 | 0 | 3 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 2 | 0 | 1 | 0 | 0 | 0 |  1 | 0 | 1 | 0 | 1 | 4 | 3 | 3 | 1 | 4 | 0 | 2 | 0 | 1 | 1 | 1 | 2 | 3 | 1 | 5 | 5 | 2 | 6 | 3 | 3 |
57 | Frey, Madai Adele | THE UNIVERSITY OF MICHIGAN | 1997 | female | 1 | 0 | 1997 | 1 | 4 | 2008 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
58 | Roy, Mou | UNIVERSITY OF CALIFORNIA, RIVERSIDE | 1997 | male | 4 | 3 | 2000 | 6 | 21 | 2017 | 1 | 0 | 0 | 0 | 1 | 2 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 1 | 0 | 0 | 2 | 2 | 3 | 2 | 2 | 0 | 0 | 0 | 1 | 4 | 1 | 2 | 0 | 0 | 1 | 3 | 0 | 0 | 1 | 0 | 0 |
59 | Chaput, Christopher James | THE UNIVERSITY OF MICHIGAN | 1997 | male | 1 | 1 | 2000 | 15 | 7 | 2001 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 7 | 0 | 8 | 2 | 1 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
60 | Lee, Pascal Clayton-Clyde | CORNELL UNIVERSITY | 1997 | male | 7 | 1 | 2005 | 20 | 31 | 2015 | 1 | 0 | 1 | 2 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  4 | 0 | 4 | 5 | 6 | 1 | 0 | 1 | 1 | 0 | 2 | 2 | 2 | 11 | 1 | 2 | 0 | 1 | 2 | 1 | 1 | 2 | 1 | 1 | 0 |
