n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
111 | Kuntala, Pavani | University of Louisiana at Lafayette | 2006 | female | 1 | 0 | 2006 | 1 | 0 | 2006 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
112 | Moustakas, John | The University of Arizona, Arizona, USA | 2006 | male | 4 | 2 | 2013 | 7 | 119 | 2017 | 0 | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 0 | 6 | 7 | 8 | 12 | 9 | 10 | 11 | 13 | 20 | 17 | 9 |
113 | Petrin, Allen J. | Georgia Institute of Technology, Georgia, USA | 2006 | male | 1 | 0 | 2006 | 1 | 0 | 2006 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
114 | Radescu, Voica A. | University of Pittsburgh | 2006 | female | 1 | 0 | 2006 | 1 | 4 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 1 |
115 | Skibba, Ramin A. | University of Pittsburgh | 2006 | male | 2 | 12 | 2015 | 3 | 94 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 3 | 0 | 3 | 2 | 1 | 1 | 1 | 0 |  1 | 0 | 0 | 0 | 0 | 2 | 2 | 0 | 5 | 9 | 16 | 17 | 15 | 13 | 13 | 3 |
116 | Marshall, Jennifer L. | The Ohio State University | 2006 | female | 3 | 6 | 2015 | 10 | 124 | 2017 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 0 |  1 | 0 | 0 | 2 | 4 | 3 | 4 | 8 | 3 | 6 | 4 | 7 | 6 | 5 | 23 | 34 |
117 | Person, Michael James | Massachusetts Institute of Technology, Massachusetts, USA | 2006 | male | 2 | 2 | 2013 | 8 | 16 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 3 | 0 | 1 | 4 | 1 | 2 | 1 | 3 | 1 | 0 | 1 | 0 | 3 | 3 |
118 | Shiraishi, Kiyoshi Keola | University of Washington, Washington, USA | 2006 | male | 2 | 0 | 2006 | 26 | 16 | 2016 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 2 | 4 | 7 | 3 | 8 | 2 | 4 | 2 | 1 | 1 | 3 | 1 | 0 | 1 | 1 |
119 | Grocholski, Aaron J. | University of Florida | 2006 | male | 4 | 3 | 2012 | 7 | 19 | 2016 | 0 | 1 | 1 | 0 | 0 | 2 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  1 | 2 | 1 | 1 | 0 | 2 | 1 | 2 | 2 | 2 | 2 | 2 | 2 | 1 | 3 | 2 |
120 | Holt, Greg Nate | The University of Texas at Austin | 2006 | male | 1 | 1 | 2008 | 1 | 1 | 2008 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
121 | Kulkarni, Gauri V. | Carnegie Mellon University, Pennsylvania, USA | 2006 | female | 1 | 1 | 2007 | 3 | 2 | 2011 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 2 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |
122 | Menzies-Gow, Dylan R. | University of Notre Dame | 2006 | male | 1 | 0 | 2006 | 1 | 0 | 2006 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
123 | Qu, Ming | New Jersey Institute of Technology | 2006 | male | 5 | 0 | 2006 | 7 | 0 | 2006 | 0 | 0 | 1 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 1 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
124 | Howard, Andrew William | Harvard University | 2006 | male | 3 | 12 | 2016 | 6 | 210 | 2017 | 1 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 2 | 2 | 2 | 2 | 1 | 0 | 1 |  1 | 1 | 1 | 2 | 0 | 1 | 1 | 2 | 16 | 20 | 25 | 27 | 28 | 21 | 27 | 28 |
125 | Robertson, Brant Edward | Harvard University, Massachusetts, USA | 2006 | male | 6 | 14 | 2015 | 23 | 66 | 2017 | 0 | 0 | 0 | 1 | 1 | 4 | 1 | 2 | 2 | 4 | 0 | 2 | 1 | 1 | 1 | 0 |  1 | 0 | 0 | 1 | 5 | 16 | 6 | 9 | 5 | 5 | 3 | 5 | 11 | 5 | 6 | 6 |
126 | Strasser, Simon T. | University of Minnesota, Minnesota, USA | 2006 | male | 3 | 1 | 2007 | 11 | 4 | 2009 | 1 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 1 | 0 | 3 | 3 | 3 | 2 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
127 | Krishnan, Chethan | The University of Texas at Austin | 2006 | male | 1 | 7 | 2017 | 1 | 14 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 2 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 3 | 3 | 2 |
128 | Marshall, Kevin | Georgia State University, Georgia, USA | 2006 | male | 1 | 3 | 2015 | 3 | 10 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  0 | 0 | 0 | 1 | 0 | 2 | 2 | 2 | 4 | 0 | 0 | 0 | 0 | 1 | 1 | 0 |
129 | Pan, Yi | California Institute of Technology | 2006 | male | 4 | 13 | 2016 | 20 | 156 | 2017 | 0 | 1 | 0 | 1 | 0 | 2 | 0 | 1 | 0 | 1 | 2 | 0 | 1 | 3 | 4 | 1 |  1 | 1 | 0 | 2 | 10 | 6 | 9 | 18 | 20 | 11 | 13 | 23 | 12 | 24 | 10 | 13 |
130 | Shlaer, Benjamin Simon Percival | Cornell University | 2006 | male | 3 | 2 | 2013 | 4 | 13 | 2017 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 2 | 1 | 1 | 0 | 1 | 2 | 1 | 3 | 1 | 1 | 1 | 1 |
131 | Maddox, Larry Allen | The University of Oklahoma | 2006 | male | 2 | 2 | 2009 | 4 | 4 | 2014 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 3 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 |
132 | Warren, Jessica Sawyer | Rutgers The State University of New Jersey - New Brunswick | 2006 | female | 4 | 0 | 2006 | 11 | 1 | 2011 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 2 | 2 | 2 | 1 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |
133 | Cassak, Paul Adam | University of Maryland, College Park, Maryland, USA | 2006 | male | 2 | 6 | 2017 | 3 | 41 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 2 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 2 | 0 | 2 | 5 | 6 | 1 | 2 | 3 | 3 | 2 | 12 |
134 | Pizagno, James Lawrence, II | The Ohio State University | 2006 | male | 2 | 1 | 2007 | 2 | 4 | 2011 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |
135 | Quimby, Robert Michael | The University of Texas at Austin | 2006 | male | 3 | 9 | 2014 | 22 | 109 | 2017 | 0 | 0 | 0 | 0 | 0 | 3 | 3 | 0 | 0 | 0 | 1 | 2 | 2 | 1 | 0 | 0 |  0 | 1 | 4 | 4 | 5 | 8 | 10 | 4 | 11 | 6 | 23 | 21 | 7 | 9 | 3 | 11 |
136 | Schuler, Simon C. | Clemson University | 2006 | male | 8 | 7 | 2015 | 11 | 22 | 2016 | 0 | 0 | 1 | 1 | 2 | 4 | 1 | 1 | 1 | 1 | 2 | 0 | 0 | 0 | 1 | 0 |  0 | 0 | 1 | 2 | 4 | 4 | 2 | 1 | 2 | 4 | 2 | 1 | 4 | 2 | 3 | 1 |
137 | Fields, Dale L. | The Ohio State University | 2006 | male | 5 | 1 | 2007 | 5 | 6 | 2012 | 0 | 0 | 1 | 0 | 3 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 3 | 1 | 1 | 1 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 0 |
138 | Agueros, Marcel A. . | University of Washington, Washington, USA | 2006 | male | 1 | 0 | 2006 | 15 | 37 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 3 | 3 | 3 | 5 | 4 | 3 | 5 | 1 | 5 | 4 | 2 | 4 | 3 | 5 |
139 | Wu, Jingwen | The University of Texas at Austin | 2006 | female | 18 | 17 | 2017 | 88 | 149 | 2017 | 5 | 1 | 3 | 2 | 4 | 3 | 4 | 2 | 1 | 1 | 2 | 3 | 1 | 1 | 0 | 0 |  16 | 4 | 16 | 6 | 29 | 17 | 11 | 40 | 12 | 7 | 18 | 9 | 14 | 10 | 10 | 11 |
140 | Ahmed, Maqbool | Syracuse University | 2006 | male | 5 | 4 | 2014 | 12 | 10 | 2014 | 0 | 0 | 0 | 1 | 2 | 2 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 1 | 0 | 0 |  0 | 0 | 1 | 4 | 2 | 5 | 0 | 0 | 2 | 2 | 1 | 2 | 2 | 1 | 0 | 0 |
141 | Ballmer, Stefan W. | Massachusetts Institute of Technology, Massachusetts, USA | 2006 | male | 2 | 4 | 2015 | 19 | 150 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 1 | 0 |  0 | 0 | 0 | 6 | 8 | 5 | 8 | 16 | 17 | 9 | 7 | 16 | 7 | 17 | 10 | 29 |
142 | Peng, Fang | The University of Chicago, Illinois, USA | 2006 | female | 7 | 9 | 2017 | 8 | 15 | 2017 | 2 | 1 | 0 | 1 | 2 | 1 | 1 | 0 | 2 | 1 | 0 | 0 | 0 | 2 | 0 | 2 |  2 | 1 | 1 | 1 | 2 | 1 | 3 | 0 | 3 | 1 | 1 | 0 | 0 | 3 | 1 | 2 |
143 | Stuver, Amber L. | The Pennsylvania State University, Pennsylvania, USA | 2006 | female | 3 | 0 | 2006 | 21 | 133 | 2017 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 7 | 8 | 6 | 8 | 14 | 14 | 9 | 7 | 16 | 6 | 15 | 6 | 28 |
144 | Bethell, Thomas J. | The University of Wisconsin - Madison | 2006 | male | 2 | 5 | 2011 | 4 | 10 | 2013 | 0 | 0 | 0 | 1 | 0 | 1 | 2 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 0 | 2 | 2 | 0 | 1 | 0 | 6 | 0 | 1 | 0 | 0 | 0 |
145 | Pidopryhora, Yurii | The Ohio State University, Ohio, USA | 2006 | male | 1 | 2 | 2015 | 1 | 5 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 2 | 0 |
146 | Rojo, Patricio Michel | Cornell University | 2006 | male | 3 | 1 | 2011 | 5 | 45 | 2017 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  2 | 0 | 1 | 0 | 0 | 2 | 1 | 2 | 1 | 2 | 7 | 3 | 7 | 6 | 7 | 7 |
147 | Rebillot, Paul F., III | Washington University | 2006 | male | 4 | 0 | 2006 | 32 | 1 | 2007 | 0 | 0 | 2 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 19 | 5 | 3 | 5 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
148 | Sealfon, Carolyn | University of Pennsylvania, Pennsylvania, USA | 2006 | female | 4 | 1 | 2010 | 4 | 1 | 2010 | 0 | 0 | 0 | 0 | 2 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
149 | Tepedelenlioglu, Emre | The University of Wisconsin - Madison, Wisconsin, USA | 2006 | male | 1 | 0 | 2006 | 5 | 1 | 2007 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 2 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
150 | Bottinelli, Sandrine | University of Hawai'i at Manoa | 2006 | female | 4 | 4 | 2014 | 6 | 38 | 2017 | 0 | 0 | 0 | 3 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 0 | 5 | 0 | 1 | 1 | 3 | 3 | 16 | 3 | 4 | 3 | 4 | 0 | 0 |
151 | Liu, Yong | University of New Hampshire | 2006 | male | 29 | 66 | 2017 | 74 | 261 | 2017 | 8 | 3 | 4 | 2 | 4 | 8 | 6 | 12 | 8 | 5 | 6 | 9 | 3 | 7 | 5 | 4 |  12 | 10 | 8 | 8 | 15 | 21 | 13 | 34 | 26 | 15 | 13 | 38 | 30 | 40 | 23 | 24 |
152 | Moorthy, Bhasker K. | New Mexico State University, New Mexico, USA | 2006 | male | 2 | 0 | 2006 | 4 | 0 | 2006 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
153 | Prodanovic, Tijana S. | University of Illinois at Urbana-Champaign | 2006 | female | 2 | 2 | 2009 | 2 | 2 | 2009 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
154 | Voges, Erica Susan | New Mexico State University | 2006 | female | 2 | 1 | 2008 | 2 | 1 | 2008 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
155 | Wyman, Mark Charles | Cornell University | 2006 | male | 4 | 5 | 2014 | 10 | 28 | 2016 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 0 | 1 | 1 | 0 | 2 | 1 | 0 | 0 |  0 | 0 | 1 | 2 | 4 | 3 | 1 | 3 | 3 | 3 | 2 | 3 | 6 | 4 | 2 | 1 |
156 | Kocevski, Dalibor | University of Hawai'i at Manoa | 2006 | male | 3 | 0 | 2006 | 6 | 108 | 2017 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 2 | 3 | 1 | 5 | 13 | 10 | 4 | 12 | 9 | 19 | 13 | 15 |
157 | Li, Hua-Bai | Northwestern University | 2006 | male | 9 | 33 | 2017 | 20 | 97 | 2017 | 3 | 1 | 0 | 0 | 1 | 4 | 1 | 3 | 4 | 3 | 4 | 2 | 4 | 5 | 2 | 3 |  6 | 2 | 0 | 2 | 4 | 6 | 2 | 15 | 11 | 9 | 6 | 6 | 12 | 16 | 10 | 6 |
158 | Ma, Zhaoming | The University of Chicago, Illinois, USA | 2006 | male | 7 | 7 | 2014 | 33 | 33 | 2017 | 3 | 1 | 0 | 0 | 0 | 3 | 3 | 3 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |  5 | 2 | 4 | 8 | 9 | 5 | 9 | 8 | 2 | 3 | 2 | 3 | 0 | 2 | 2 | 1 |
159 | Lee, Kerry T. | University of Houston | 2006 | female | 6 | 3 | 2009 | 17 | 74 | 2017 | 0 | 0 | 2 | 1 | 2 | 1 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 3 | 7 | 5 | 2 | 1 | 7 | 8 | 1 | 4 | 8 | 2 | 2 | 2 | 29 |
160 | Mitchell, Colin | University of Colorado at Boulder, Colorado, USA | 2006 | male | 7 | 3 | 2015 | 12 | 18 | 2016 | 1 | 1 | 1 | 0 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 2 | 0 |  1 | 1 | 2 | 1 | 4 | 3 | 0 | 2 | 2 | 1 | 1 | 5 | 2 | 2 | 2 | 1 |
161 | Kuhlen, Michael | University of California, Santa Cruz | 2006 | male | 6 | 12 | 2013 | 9 | 35 | 2016 | 0 | 0 | 0 | 1 | 2 | 3 | 1 | 1 | 2 | 2 | 0 | 4 | 2 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 3 | 4 | 5 | 7 | 5 | 4 | 0 | 6 | 4 | 3 | 0 | 1 |
162 | Leistra, Andrea Lynn | The University of Arizona | 2006 | female | 3 | 0 | 2006 | 3 | 0 | 2006 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
163 | Shamir, Lior | Michigan Technological University | 2006 | male | 9 | 13 | 2017 | 9 | 17 | 2017 | 0 | 0 | 0 | 0 | 5 | 4 | 0 | 0 | 2 | 0 | 1 | 2 | 3 | 1 | 0 | 1 |  0 | 0 | 0 | 0 | 5 | 4 | 0 | 0 | 2 | 0 | 1 | 2 | 3 | 3 | 1 | 2 |
164 | Bardar, Erin M. | Boston University | 2006 | female | 5 | 4 | 2007 | 5 | 4 | 2007 | 0 | 0 | 0 | 0 | 1 | 4 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 4 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
165 | Cohen, Randi L. | University of California, Santa Cruz | 2006 | female | 1 | 0 | 2006 | 3 | 7 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 2 | 0 | 1 | 1 | 0 | 0 | 0 | 2 | 2 | 1 | 0 |
166 | Das, Varendra | Georgia State University | 2006 | male | 3 | 3 | 2014 | 5 | 3 | 2014 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 3 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 |
167 | Au, Kinman | Carnegie Mellon University | 2006 | male | 1 | 0 | 2006 | 1 | 0 | 2006 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
168 | McKenzie, Eric Howie | University of Florida | 2006 | male | 1 | 0 | 2006 | 6 | 1 | 2008 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 4 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
169 | Smith, David Samuel | The University of Texas at Austin | 2006 | male | 9 | 3 | 2009 | 23 | 31 | 2016 | 2 | 0 | 1 | 4 | 0 | 2 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  5 | 0 | 6 | 6 | 3 | 3 | 3 | 5 | 3 | 4 | 0 | 3 | 2 | 5 | 0 | 6 |
170 | Schnee, Scott Lawrence | Harvard University | 2006 | male | 4 | 11 | 2014 | 6 | 36 | 2017 | 0 | 0 | 0 | 0 | 2 | 2 | 2 | 1 | 2 | 2 | 0 | 2 | 1 | 1 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 4 | 2 | 1 | 6 | 3 | 3 | 3 | 4 | 4 | 5 | 4 |
171 | Savage, Christopher M. | University of Michigan | 2006 | male | 7 | 6 | 2015 | 18 | 33 | 2016 | 0 | 1 | 0 | 2 | 1 | 3 | 2 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 1 | 0 |  1 | 3 | 1 | 4 | 4 | 5 | 5 | 1 | 2 | 4 | 6 | 5 | 3 | 1 | 1 | 5 |
172 | Fleenor, Matthew Clay | The University of North Carolina at Chapel Hill | 2006 | male | 3 | 0 | 2006 | 3 | 3 | 2008 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
173 | Wolf, Marsha Jo | The University of Texas at Austin | 2006 | female | 10 | 15 | 2016 | 28 | 165 | 2017 | 1 | 2 | 0 | 2 | 1 | 4 | 2 | 2 | 1 | 4 | 1 | 0 | 1 | 1 | 1 | 2 |  2 | 7 | 0 | 5 | 4 | 10 | 10 | 8 | 5 | 14 | 15 | 17 | 26 | 16 | 22 | 23 |
174 | Yuan, Lingfeng | Washington University | 2006 | male | 1 | 0 | 2006 | 2 | 4 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 1 |
175 | Zhao, Bing | Yale University | 2006 | male | 3 | 2 | 2008 | 5 | 10 | 2015 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 3 | 1 | 1 | 3 | 0 | 1 | 1 | 2 | 1 | 0 | 1 | 0 |
176 | Wesley, Daniel H. | Princeton University, New Jersey, USA | 2006 | male | 2 | 2 | 2009 | 5 | 13 | 2013 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 3 | 1 | 3 | 3 | 2 | 3 | 1 | 0 | 1 | 0 | 0 | 0 |
177 | Joung, M. K. Ryan | Columbia University | 2006 | None | 3 | 0 | 2006 | 3 | 0 | 2006 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
178 | Kratochvil, Jan Michael | Stanford University, California, USA | 2006 | male | 2 | 2 | 2012 | 5 | 12 | 2016 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 2 | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 4 | 2 | 2 | 1 |
179 | Lynch, Benjamin James | University of Michigan | 2006 | male | 5 | 8 | 2016 | 7 | 28 | 2016 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 1 | 0 | 2 |  0 | 1 | 1 | 3 | 1 | 1 | 1 | 3 | 3 | 4 | 2 | 1 | 5 | 3 | 2 | 4 |
180 | Gannon, J. L. | University of Colorado at Boulder, Colorado, USA | 2006 | None | 2 | 3 | 2012 | 2 | 4 | 2012 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 |
181 | Currier, Nathaniel W. | University of California, Santa Barbara, California, USA | 2006 | male | 1 | 0 | 2006 | 1 | 0 | 2006 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
182 | Evonuk, Martha | University of California, Santa Cruz, California, USA | 2006 | female | 3 | 4 | 2015 | 3 | 6 | 2015 | 0 | 0 | 0 | 1 | 0 | 2 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 |  0 | 0 | 0 | 1 | 0 | 2 | 1 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 0 |
