 n |  name |  university |  phd_year |  gender |  fa_n_pubs_pre_phd |  fa_n_pubs_prost_phd |  fa_year_last |  all_n_pubs_pre_phd |  all_n_pubs_prost_phd |  all_year_last |  fa_1999 |  fa_2000 |  fa_2001 |  fa_2002 |  fa_2003 |  fa_2004 |  fa_2005 |  fa_2006 |  fa_2007 |  fa_2008 |  fa_2009 |  fa_2010 |  fa_2011 |  fa_2012 |  fa_2013 |  fa_2014 |  fa_2015 |  fa_2016 |  all_1999 |  all_2000 |  all_2001 |  all_2002 |  all_2003 |  all_2004 |  all_2005 |  all_2006 |  all_2007 |  all_2008 |  all_2009 |  all_2010 |  all_2011 |  all_2012 |  all_2013 |  all_2014 |  all_2015 |  all_2016 | foo
 165 | Dawson, Kyle Stewart | University of California, Berkeley, California, USA | 2004 | male | 3 | 6 | 2016 | 5 | 101 | 2017 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 0 | 1 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 2 | 1 | 1 | 1 | 0 | 3 | 4 | 4 | 10 | 4 | 6 | 13 | 10 | 10 | 15 | 19 |
 166 | Bradley, Larry Daniel | THE JOHNS HOPKINS UNIVERSITY | 2004 | male | 2 | 4 | 2014 | 4 | 96 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 3 | 7 | 5 | 2 | 2 | 8 | 12 | 6 | 11 | 11 | 17 | 9 | 5 |
 167 | Loh, Yeong-Shang | PRINCETON UNIVERSITY | 2004 | male | 1 | 3 | 2010 | 5 | 8 | 2010 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 3 | 2 | 1 | 1 | 3 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
 168 | Pindor, Bartosz Jacek | PRINCETON UNIVERSITY | 2004 | male | 1 | 1 | 2011 | 12 | 43 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 6 | 5 | 4 | 4 | 0 | 2 | 0 | 0 | 3 | 0 | 2 | 6 | 10 | 10 |
 169 | Ford, Kathleen Elaine Saavik | THE JOHNS HOPKINS UNIVERSITY | 2004 | female | 3 | 1 | 2014 | 4 | 13 | 2016 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 1 | 2 | 2 | 1 | 1 | 3 | 1 | 2 |
 170 | Oliveira, Cristina Merces | THE JOHNS HOPKINS UNIVERSITY | 2004 | female | 2 | 6 | 2014 | 9 | 17 | 2014 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 5 | 2 | 1 | 3 | 3 | 2 | 2 | 4 | 1 | 1 | 0 | 0 | 1 | 0 | 0 |
 172 | Hao, Lei | PRINCETON UNIVERSITY | 2004 | male | 2 | 6 | 2009 | 15 | 52 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 4 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 6 | 7 | 7 | 8 | 9 | 1 | 3 | 0 | 4 | 0 | 1 | 4 | 3 | 10 |
 173 | Seibert, Mark Harry | THE JOHNS HOPKINS UNIVERSITY | 2004 | male | 3 | 2 | 2005 | 8 | 179 | 2017 | 0 | 0 | 1 | 1 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 2 | 2 | 2 | 24 | 10 | 35 | 4 | 13 | 9 | 20 | 17 | 12 | 11 | 8 | 12 |
 174 | Strateva, Iskra V. | PRINCETON UNIVERSITY | 2004 | female | 4 | 5 | 2009 | 12 | 10 | 2016 | 0 | 0 | 1 | 0 | 1 | 2 | 2 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 2 | 4 | 2 | 4 | 2 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |
 178 | Smith, Kenneth L. | THE PENNSYLVANIA STATE UNIVERSITY | 2004 | male | 3 | 4 | 2014 | 9 | 74 | 2017 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 3 | 5 | 2 | 0 | 0 | 3 | 3 | 6 | 4 | 6 | 12 | 15 | 15 | 5 |
 179 | Cox, Thomas J. | University of California, nta Cruz, California, USA | 2004 | male | 2 | 5 | 2008 | 2 | 99 | 2014 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 3 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 5 | 17 | 9 | 23 | 12 | 14 | 7 | 7 | 4 | 1 | 0 | 0 |
 185 | Robinson, Sean M. | UNIVERSITY OF WASHINGTON | 2004 | male | 1 | 0 | 2004 | 1 | 5 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 187 | Kaplan, David L. | California Institute of Technology | 2004 | male | 14 | 29 | 2016 | 19 | 150 | 2017 | 0 | 2 | 2 | 5 | 2 | 3 | 3 | 3 | 2 | 2 | 5 | 1 | 3 | 2 | 1 | 3 | 2 | 2 | 1 | 2 | 2 | 5 | 3 | 6 | 5 | 7 | 10 | 4 | 6 | 5 | 7 | 10 | 14 | 15 | 27 | 32 |
 191 | Lidz, Adam | COLUMBIA UNIVERSITY | 2004 | male | 2 | 13 | 2016 | 4 | 45 | 2017 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 3 | 2 | 1 | 1 | 1 | 1 | 0 | 1 | 1 | 0 | 2 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 4 | 8 | 8 | 3 | 2 | 3 | 3 | 3 | 3 | 3 | 3 |
 193 | Lufkin, Graeme | UNIVERSITY OF WASHINGTON | 2004 | male | 2 | 1 | 2006 | 2 | 3 | 2009 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 194 | Mirabal, Nestor Rafael | COLUMBIA UNIVERSITY | 2004 | male | 6 | 13 | 2016 | 16 | 53 | 2017 | 0 | 1 | 1 | 1 | 2 | 1 | 1 | 1 | 1 | 0 | 1 | 4 | 0 | 1 | 3 | 0 | 0 | 1 | 0 | 2 | 3 | 5 | 3 | 3 | 2 | 2 | 6 | 3 | 1 | 6 | 1 | 1 | 9 | 1 | 5 | 11 |
 196 | Turnbull, Margaret Carol | The University of Arizona, Arizona, USA | 2004 | female | 4 | 3 | 2012 | 5 | 11 | 2017 | 0 | 0 | 0 | 0 | 2 | 2 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 2 | 2 | 0 | 3 | 2 | 1 | 0 | 1 | 0 | 1 | 0 | 2 | 0 | 0 |
 203 | Howell, Justin H. | University of California, nta Cruz, California, USA | 2004 | male | 4 | 4 | 2010 | 5 | 39 | 2017 | 0 | 2 | 0 | 0 | 0 | 2 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 2 | 1 | 2 | 2 | 1 | 3 | 4 | 8 | 3 | 6 | 4 | 1 | 2 |
 204 | Laws, Christopher S. | University of Washington, Washington, USA | 2004 | male | 1 | 0 | 2004 | 2 | 3 | 2008 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 206 | Huang, Xianglei | California Institute of Technology, California, USA | 2004 | male | 6 | 9 | 2017 | 23 | 45 | 2017 | 0 | 1 | 1 | 1 | 2 | 1 | 1 | 0 | 1 | 1 | 2 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 1 | 6 | 4 | 1 | 6 | 5 | 2 | 3 | 5 | 5 | 6 | 1 | 3 | 3 | 3 | 4 | 4 | 5 |
 209 | Christlein, Daniel | The University of Arizona, Arizona, USA | 2004 | male | 7 | 5 | 2010 | 9 | 16 | 2011 | 0 | 1 | 0 | 0 | 2 | 4 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 2 | 4 | 1 | 1 | 5 | 1 | 4 | 3 | 1 | 0 | 0 | 0 | 0 | 0 |
 210 | Moise, Elena | The University of Arizona, Arizona, USA | 2004 | female | 1 | 1 | 2010 | 1 | 3 | 2012 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 |
 215 | Eatchel, Andrew Lynn | The University of Arizona, Arizona, USA | 2004 | male | 1 | 0 | 2004 | 1 | 0 | 2004 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 216 | Fegan, Stephen | The University of Arizona, Arizona, USA | 2004 | male | 2 | 4 | 2008 | 34 | 270 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 3 | 20 | 7 | 6 | 5 | 5 | 11 | 35 | 58 | 33 | 38 | 21 | 19 | 21 | 12 |
 219 | Orrell, John Laurence | UNIVERSITY OF WASHINGTON | 2004 | male | 1 | 0 | 2004 | 5 | 11 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 2 | 2 | 0 | 1 | 1 | 1 | 0 | 2 | 0 | 2 | 0 | 1 | 0 |
 223 | Desai, Vandana | UNIVERSITY OF WASHINGTON | 2004 | female | 3 | 6 | 2011 | 9 | 54 | 2017 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 1 | 2 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 4 | 0 | 0 | 1 | 3 | 1 | 5 | 7 | 7 | 11 | 5 | 5 | 5 | 2 | 1 | 1 | 3 |
 224 | Tiscareno, Matthew Steven | The University of Arizona, Arizona, USA | 2004 | male | 3 | 15 | 2016 | 4 | 41 | 2017 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 2 | 1 | 1 | 3 | 3 | 0 | 0 | 4 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 3 | 1 | 4 | 2 | 3 | 1 | 8 | 6 | 1 | 1 | 5 | 2 | 2 | 5 |
