n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
376 | Hazelton, Bryna J. C. | University of California, Santa Cruz | 2009 | female | 1 | 0 | 2009 | 1 | 4 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 1 |
377 | Nidever, David Lee | University of Virginia | 2009 | male | 3 | 8 | 2015 | 8 | 74 | 2017 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 1 | 2 | 2 | 1 | 1 | 0 |  0 | 0 | 2 | 1 | 2 | 3 | 2 | 3 | 7 | 10 | 14 | 17 | 17 |
378 | Manalaysay, Aaron Gosta | University of Florida | 2009 | male | 1 | 1 | 2010 | 8 | 15 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 1 | 2 | 4 | 1 | 4 | 2 | 3 | 1 | 1 | 2 |
379 | Guarcello, Mario | SAO | 2009 | male | 4 | 9 | 2017 | 4 | 18 | 2017 | 0 | 0 | 0 | 1 | 0 | 3 | 4 | 0 | 2 | 1 | 1 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 3 | 4 | 2 | 5 | 3 | 1 | 1 | 1 |
380 | Borisov, Alexander | University of Pennsylvania | 2009 | male | 5 | 2 | 2012 | 8 | 6 | 2016 | 0 | 1 | 0 | 0 | 2 | 2 | 0 | 0 | 2 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 0 | 3 | 3 | 0 | 0 | 2 | 0 | 2 | 1 | 1 |
381 | Chornock, Ryan Thomas | University of California, Berkeley | 2009 | male | 3 | 6 | 2014 | 59 | 105 | 2017 | 0 | 0 | 1 | 0 | 1 | 1 | 2 | 1 | 0 | 2 | 1 | 0 | 0 |  12 | 11 | 8 | 4 | 7 | 17 | 9 | 17 | 13 | 20 | 17 | 8 | 15 |
382 | King, Eric M. | University of California, Los Angeles | 2009 | male | 3 | 2 | 2013 | 5 | 13 | 2017 | 0 | 1 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 1 | 1 | 0 | 1 | 2 | 1 | 0 | 1 | 3 | 2 | 5 | 0 |
383 | Bozek, Brandon | University of California, Davis | 2009 | male | 3 | 3 | 2016 | 8 | 7 | 2016 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 1 | 0 | 1 | 1 |  0 | 0 | 0 | 0 | 4 | 4 | 0 | 0 | 0 | 1 | 1 | 2 | 3 |
384 | Perez Gallego, Jorge | University of Florida | 2009 | male | 1 | 0 | 2009 | 1 | 0 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
385 | Wiktorowicz, Sloane John | California Institute of Technology | 2009 | female | 4 | 4 | 2015 | 8 | 33 | 2017 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 1 | 3 | 0 |  0 | 0 | 3 | 1 | 2 | 2 | 3 | 1 | 2 | 0 | 4 | 12 | 7 |
386 | Healy, James | The Pennsylvania State University | 2009 | male | 3 | 8 | 2017 | 4 | 42 | 2017 | 0 | 0 | 0 | 0 | 0 | 3 | 1 | 0 | 1 | 1 | 3 | 0 | 1 |  0 | 0 | 0 | 0 | 1 | 3 | 2 | 2 | 4 | 6 | 5 | 3 | 13 |
387 | Akcay, Sarp | The University of Texas at Austin | 2009 | male | 1 | 8 | 2017 | 1 | 11 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 2 | 1 | 1 | 0 | 1 | 1 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 2 | 4 | 1 | 0 | 1 | 1 |
388 | Martinez, Carlos | University of South Carolina | 2009 | male | 1 | 0 | 2009 | 6 | 16 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 1 | 1 | 1 | 2 | 1 | 4 | 2 | 5 | 2 | 2 | 0 |
389 | Plagge, Thomas Jeffrey | University of California, Berkeley | 2009 | male | 1 | 2 | 2013 | 8 | 47 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 2 | 5 | 7 | 9 | 14 | 12 | 4 | 1 | 0 |
390 | Cartwright, Megan Lee | University of California, Los Angeles | 2009 | female | 1 | 2 | 2010 | 2 | 4 | 2013 | 0 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 1 | 0 | 2 | 1 | 0 | 1 | 0 | 0 | 0 |
391 | Knapik, Robert | Colorado State University | 2009 | male | 2 | 0 | 2009 | 18 | 5 | 2010 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 5 | 0 | 3 | 5 | 5 | 5 | 0 | 0 | 0 | 0 | 0 | 0 |
392 | Medlock, Kristin Lynne Gates | Purdue University | 2009 | female | 1 | 0 | 2009 | 1 | 0 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
393 | Koda, Jun | The University of Texas at Austin | 2009 | male | 3 | 3 | 2016 | 13 | 40 | 2017 | 0 | 1 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 1 | 0 | 1 |  0 | 3 | 0 | 8 | 0 | 2 | 3 | 5 | 9 | 6 | 3 | 1 | 10 |
394 | Brobeck, Elina | California Institute of Technology | 2009 | female | 1 | 0 | 2009 | 4 | 0 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 3 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
395 | Parsons, Aaron Robert | University of California, Berkeley | 2009 | male | 3 | 6 | 2016 | 12 | 37 | 2017 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 1 | 2 | 0 | 1 | 0 | 1 |  1 | 5 | 2 | 0 | 1 | 3 | 2 | 2 | 3 | 5 | 5 | 7 | 11 |
396 | Petty, Sara Michelle | The Catholic University of America | 2009 | female | 2 | 2 | 2014 | 2 | 24 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 1 | 1 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 2 | 7 | 6 | 3 | 2 | 3 |
397 | Spitzer, Christopher | University of Washington | 2009 | male | 1 | 0 | 2009 | 2 | 2 | 2010 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 |
398 | D'Agostino, Michelangelo Vincent | University of California, Berkeley | 2009 | male | 1 | 0 | 2009 | 23 | 38 | 2014 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 5 | 4 | 6 | 8 | 11 | 13 | 11 | 2 | 1 | 0 | 0 |
399 | Gratiy, Sergey | The Pennsylvania State University | 2009 | male | 1 | 2 | 2010 | 1 | 3 | 2010 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 0 |
400 | Theiling, Mark | Clemson University | 2009 | male | 2 | 0 | 2009 | 18 | 47 | 2016 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 17 | 7 | 13 | 9 | 7 | 7 | 3 | 1 |
401 | Anthony, Abigail Walker | University of Rhode Island | 2009 | female | 1 | 0 | 2009 | 1 | 0 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
402 | Taveras, Victor Manuel | The Pennsylvania State University | 2009 | male | 3 | 0 | 2009 | 5 | 0 | 2009 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 3 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
403 | Roach, Leah Hutchison | Brown University | 2009 | female | 3 | 2 | 2010 | 13 | 6 | 2012 | 0 | 0 | 1 | 0 | 0 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 3 | 9 | 5 | 0 | 1 | 0 | 0 | 0 | 0 |
404 | Schlichting, Hilke Elisabeth | California Institute of Technology | 2009 | female | 6 | 7 | 2015 | 7 | 17 | 2017 | 0 | 0 | 0 | 1 | 2 | 3 | 0 | 2 | 2 | 1 | 1 | 1 | 0 |  0 | 0 | 0 | 2 | 2 | 3 | 0 | 3 | 3 | 2 | 2 | 3 | 3 |
405 | Sahiner, Seyda | MIDDLE EAST TECHNICAL UNIVERSITY | 2009 | female | 1 | 0 | 2009 | 1 | 0 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
406 | Stark, Daniel (Paul) | California Institute of Technology | 2009 | male | 11 | 10 | 2017 | 25 | 59 | 2017 | 0 | 0 | 2 | 5 | 1 | 3 | 1 | 1 | 1 | 2 | 1 | 2 | 1 |  0 | 2 | 4 | 10 | 4 | 5 | 9 | 7 | 5 | 12 | 8 | 8 | 6 |
407 | Shukla, Sonali | Pennsylvania State University | 2009 | female | 3 | 0 | 2009 | 4 | 7 | 2017 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 3 | 1 | 0 | 0 | 1 | 4 | 1 | 0 | 0 |
408 | Summerlin, Errol Josef | Rice University | 2009 | male | 2 | 2 | 2014 | 4 | 3 | 2017 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 |  0 | 0 | 1 | 2 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 |
409 | Li, Chao | California Institute of Technology | 2009 | male | 16 | 25 | 2017 | 81 | 88 | 2017 | 2 | 0 | 1 | 4 | 1 | 8 | 7 | 1 | 3 | 4 | 1 | 4 | 3 |  6 | 7 | 9 | 7 | 10 | 42 | 16 | 8 | 7 | 9 | 13 | 10 | 13 |
410 | Cantrell, Andrew Glenn | Yale University | 2009 | male | 3 | 2 | 2014 | 3 | 7 | 2014 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 1 | 2 | 2 | 0 | 1 | 2 | 0 | 0 |
411 | Stewart, Kyle Robert | University of California, Irvine | 2009 | male | 4 | 3 | 2013 | 7 | 13 | 2013 | 0 | 0 | 0 | 0 | 1 | 3 | 0 | 2 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 6 | 8 | 4 | 0 | 1 | 0 | 0 | 0 |
412 | Caler, Michelle A. | University of Pennsylvania | 2009 | female | 1 | 1 | 2010 | 1 | 1 | 2010 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
413 | Chu, Wei-Chun | Georgia State University | 2009 | male | 1 | 1 | 2011 | 1 | 1 | 2011 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |
414 | Moreno Mendez, Enrique | State University of New York at Stony Brook | 2009 | male | 1 | 0 | 2009 | 4 | 6 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 2 | 1 | 0 | 2 | 0 | 0 | 1 | 2 | 1 |
415 | Bradley, Charles | Louisiana State University | 2009 | male | 3 | 0 | 2009 | 5 | 5 | 2017 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 3 | 0 | 0 | 0 | 1 | 0 | 1 | 2 |
416 | Boyle, Michael | California Institute of Technology | 2009 | male | 7 | 5 | 2016 | 12 | 47 | 2017 | 0 | 0 | 0 | 2 | 2 | 3 | 0 | 2 | 0 | 1 | 0 | 0 | 2 |  1 | 0 | 0 | 2 | 2 | 7 | 4 | 7 | 8 | 6 | 4 | 3 | 11 |
417 | Brown, B. P. | University of Colorado at Boulder | 2009 | None | 3 | 3 | 2012 | 3 | 25 | 2016 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 1 | 4 | 4 | 6 | 3 | 3 | 1 | 4 |
418 | Lin, Guoji | Yale University | 2009 | None | 3 | 1 | 2014 | 17 | 2 | 2014 | 0 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |  2 | 4 | 4 | 0 | 3 | 4 | 0 | 0 | 1 | 0 | 1 | 0 | 0 |
419 | Metchnik, Marc Victor Leonard | The University of Arizona | 2009 | male | 1 | 0 | 2009 | 1 | 3 | 2011 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 |
420 | Kuranz, Carolyn C. | University of Michigan | 2009 | female | 6 | 1 | 2011 | 9 | 9 | 2016 | 0 | 2 | 0 | 1 | 0 | 3 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 2 | 0 | 2 | 0 | 5 | 1 | 3 | 2 | 1 | 0 | 1 | 1 |
421 | Piqueux, Sylvain Loic Lucien | Arizona State University | 2009 | male | 6 | 5 | 2016 | 6 | 13 | 2017 | 0 | 0 | 0 | 0 | 3 | 3 | 0 | 1 | 1 | 0 | 0 | 2 | 1 |  0 | 0 | 0 | 0 | 3 | 3 | 0 | 1 | 1 | 0 | 1 | 3 | 4 |
422 | Alemany, Kristina | Georgia Institute of Technology | 2009 | female | 1 | 0 | 2009 | 1 | 0 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
423 | Dimitrova, Lada L. | State University of New York at Stony Brook | 2009 | female | 2 | 0 | 2009 | 2 | 0 | 2009 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
424 | Hughes, Gareth | Rutgers The State University of New Jersey - New Brunswick | 2009 | male | 6 | 0 | 2009 | 27 | 75 | 2017 | 1 | 0 | 2 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  4 | 3 | 8 | 3 | 6 | 3 | 3 | 8 | 8 | 9 | 14 | 9 | 17 |
425 | Peek, Kathryn Mary Goldston | University of California, Berkeley | 2009 | female | 3 | 1 | 2011 | 11 | 3 | 2011 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 3 | 6 | 2 | 1 | 0 | 0 | 0 | 0 | 0 |
426 | Law, David R. | California Institute of Technology | 2009 | male | 8 | 8 | 2016 | 19 | 44 | 2017 | 0 | 1 | 1 | 2 | 1 | 3 | 2 | 0 | 3 | 0 | 0 | 2 | 1 |  1 | 2 | 3 | 6 | 1 | 6 | 5 | 2 | 8 | 1 | 1 | 8 | 9 |
427 | Brusova, Olga | The University of Utah | 2009 | female | 3 | 0 | 2009 | 9 | 3 | 2010 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 5 | 3 | 3 | 0 | 0 | 0 | 0 | 0 | 0 |
428 | Morganson, Eric | Stanford University | 2009 | male | 2 | 5 | 2016 | 3 | 21 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 1 | 0 | 1 | 1 | 1 |  0 | 0 | 0 | 0 | 1 | 2 | 2 | 0 | 1 | 2 | 3 | 4 | 6 |
429 | Chakhad, Mohamed | The University of Texas at Austin | 2009 | male | 1 | 0 | 2009 | 1 | 0 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
