n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_1994 | fa_1995 | fa_1996 | fa_1997 | fa_1998 | fa_1999 | fa_2000 | fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_1994 | all_1995 | all_1996 | all_1997 | all_1998 | all_1999 | all_2000 | all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
1 | Lee, Brian Charles | THE UNIVERSITY OF MICHIGAN | 1999 | male | 2 | 11 | 2015 | 6 | 117 | 2017 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 3 | 1 | 2 | 1 | 0 |  0 | 1 | 0 | 2 | 0 | 3 | 4 | 4 | 10 | 4 | 10 | 7 | 10 | 14 | 13 | 5 | 7 | 3 | 10 | 4 | 2 | 3 | 5 |
2 | Marronetti, Pedro | UNIVERSITY OF NOTRE DAME | 1999 | male | 3 | 8 | 2008 | 6 | 30 | 2016 | 0 | 0 | 0 | 0 | 1 | 2 | 3 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 1 | 0 | 2 | 2 | 5 | 0 | 0 | 3 | 1 | 0 | 2 | 2 | 2 | 2 | 2 | 1 | 1 | 4 | 1 | 2 | 2 |
3 | Pasquali, Lara | THE UNIVERSITY OF IOWA | 1999 | female | 5 | 0 | 1999 | 5 | 1 | 2009 | 0 | 0 | 0 | 0 | 1 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
4 | Sanford, Robert Ellis, Jr. | THE LOUISIANA STATE UNIVERSITY AND AGRICULTURAL AND MECHANICAL COL. | 1999 | male | 1 | 0 | 1999 | 9 | 2 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 4 | 5 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
5 | Fisher, Paul | THE LOUISIANA STATE UNIVERSITY AND AGRICULTURAL AND MECHANICAL COL. | 1999 | male | 1 | 0 | 1999 | 4 | 20 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 1 | 0 | 0 | 2 | 1 | 0 | 1 | 0 | 0 | 2 | 1 | 1 | 2 | 0 | 2 | 3 | 1 | 1 | 2 | 3 | 0 |
6 | Kass, David Michael | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1999 | male | 3 | 1 | 2003 | 5 | 35 | 2016 | 0 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 0 | 1 | 2 | 0 | 1 | 0 | 3 | 0 | 1 | 0 | 1 | 2 | 2 | 5 | 4 | 3 | 2 | 1 | 7 | 3 |
7 | Levin, Yuri | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1999 | male | 2 | 13 | 2012 | 2 | 122 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 1 | 2 | 2 | 1 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 3 | 2 | 1 | 2 | 2 | 4 | 2 | 4 | 4 | 4 | 7 | 8 | 4 | 16 | 12 | 34 |
8 | Brockway, Jack Wolston, III | WAKE FOREST UNIVERSITY | 1999 | male | 2 | 0 | 1999 | 2 | 0 | 1999 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
9 | Mathis, Douglas Frank | ARIZONA STATE UNIVERSITY | 1999 | male | 1 | 0 | 1999 | 1 | 0 | 1999 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
10 | Sitar, Robert John | THE UNIVERSITY OF MICHIGAN | 1999 | male | 4 | 0 | 1999 | 7 | 0 | 1999 | 0 | 0 | 1 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 2 | 1 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
11 | Trilling, David Eric | THE UNIVERSITY OF ARIZONA | 1999 | male | 4 | 15 | 2016 | 5 | 85 | 2017 | 0 | 0 | 0 | 0 | 2 | 2 | 3 | 1 | 1 | 0 | 0 | 0 | 1 | 2 | 2 | 0 | 2 | 0 | 0 | 0 | 0 | 1 | 2 |  0 | 0 | 0 | 0 | 3 | 2 | 4 | 1 | 2 | 4 | 1 | 7 | 8 | 7 | 5 | 5 | 10 | 8 | 3 | 2 | 7 | 4 | 6 |
12 | Link, Robert | INDIANA UNIVERSITY | 1999 | male | 3 | 0 | 1999 | 10 | 9 | 2010 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 2 | 1 | 3 | 3 | 2 | 0 | 1 | 3 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
13 | Bullock, James Steven | UNIVERSITY OF CALIFORNIA, SANTA CRUZ | 1999 | male | 3 | 11 | 2010 | 6 | 148 | 2017 | 0 | 0 | 0 | 1 | 0 | 2 | 1 | 4 | 2 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 4 | 2 | 7 | 6 | 4 | 2 | 4 | 12 | 13 | 12 | 9 | 8 | 12 | 9 | 13 | 14 | 12 | 6 |
14 | Colegrove, Patrick Tod | UNIVERSITY OF NEVADA, RENO | 1999 | male | 1 | 0 | 1999 | 1 | 0 | 1999 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
15 | Deiker, Steven W. | THE UNIVERSITY OF WISCONSIN - MADISON | 1999 | male | 1 | 0 | 1999 | 2 | 6 | 2008 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
16 | Munrow, Michaeleen Rose | WESLEYAN UNIVERSITY | 1999 | None | 1 | 0 | 1999 | 2 | 0 | 1999 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
17 | Denn, Grant Russell | THE UNIVERSITY OF IOWA | 1999 | male | 1 | 1 | 2000 | 1 | 4 | 2010 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
18 | Dunn, David Erwin | THE UNIVERSITY OF IOWA | 1999 | male | 1 | 6 | 2010 | 2 | 12 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 2 | 1 | 2 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 |
19 | Nicholson, Robert B. A. | University of Montana | 1999 | male | 1 | 0 | 1999 | 1 | 1 | 2007 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
20 | Craddock, Robert Anthony | UNIVERSITY OF VIRGINIA | 1999 | male | 3 | 8 | 2017 | 4 | 22 | 2017 | 0 | 0 | 0 | 2 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 1 | 1 |  0 | 1 | 0 | 2 | 0 | 1 | 2 | 1 | 2 | 0 | 1 | 2 | 1 | 0 | 0 | 2 | 1 | 2 | 2 | 0 | 3 | 1 | 1 |
21 | Coker, Robert Francis | THE UNIVERSITY OF ARIZONA | 1999 | male | 4 | 6 | 2007 | 7 | 22 | 2011 | 0 | 0 | 0 | 2 | 0 | 2 | 3 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 2 | 1 | 3 | 5 | 2 | 2 | 1 | 0 | 2 | 2 | 1 | 1 | 3 | 2 | 1 | 0 | 0 | 0 | 0 | 0 |
22 | Ghavamian, Parviz | Rice University | 1999 | male | 2 | 14 | 2016 | 2 | 61 | 2016 | 0 | 0 | 0 | 0 | 1 | 1 | 3 | 1 | 1 | 1 | 0 | 2 | 0 | 2 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 1 |  0 | 0 | 0 | 0 | 1 | 1 | 3 | 1 | 1 | 5 | 2 | 3 | 4 | 8 | 5 | 3 | 5 | 5 | 3 | 5 | 3 | 2 | 3 |
23 | Howk, Jay Christopher | THE UNIVERSITY OF WISCONSIN - MADISON | 1999 | male | 7 | 13 | 2012 | 9 | 91 | 2016 | 0 | 0 | 0 | 1 | 0 | 6 | 5 | 0 | 2 | 1 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 8 | 9 | 6 | 13 | 11 | 4 | 3 | 3 | 4 | 6 | 3 | 2 | 6 | 3 | 9 | 2 | 2 | 5 |
24 | Dolphin, Andrew Eugene | UNIVERSITY OF WASHINGTON | 1999 | male | 3 | 18 | 2016 | 6 | 167 | 2017 | 0 | 0 | 0 | 1 | 1 | 1 | 4 | 3 | 4 | 2 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 1 |  0 | 0 | 0 | 1 | 2 | 3 | 7 | 8 | 10 | 9 | 2 | 1 | 5 | 7 | 6 | 10 | 11 | 13 | 15 | 12 | 15 | 16 | 15 |
25 | Marsden, David Christopher | UNIVERSITY OF CALIFORNIA, SAN DIEGO | 1999 | male | 6 | 4 | 2003 | 12 | 15 | 2015 | 0 | 0 | 1 | 1 | 1 | 3 | 0 | 3 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 3 | 4 | 4 | 0 | 5 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 2 | 0 | 3 | 1 | 1 | 0 |
26 | Nishikida, Kaori | THE PENNSYLVANIA STATE UNIVERSITY | 1999 | female | 1 | 1 | 2006 | 1 | 11 | 2006 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 2 | 0 | 1 | 1 | 5 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
27 | Perna, Rosalba | HARVARD UNIVERSITY | 1999 | female | 7 | 34 | 2016 | 10 | 149 | 2017 | 0 | 0 | 0 | 2 | 4 | 1 | 8 | 2 | 3 | 4 | 2 | 0 | 2 | 1 | 2 | 1 | 3 | 1 | 2 | 1 | 1 | 0 | 1 |  0 | 0 | 0 | 3 | 6 | 1 | 8 | 7 | 7 | 9 | 9 | 12 | 7 | 16 | 11 | 9 | 7 | 3 | 7 | 12 | 3 | 9 | 8 |
28 | Shavers, Mark Randall | TEXAS A&M UNIVERSITY | 1999 | male | 1 | 1 | 2004 | 2 | 5 | 2011 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |
29 | Williams, Ted Lee | UNIVERSITY OF GEORGIA | 1999 | male | 2 | 1 | 2015 | 3 | 25 | 2016 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  0 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 2 | 0 | 0 | 1 | 4 | 10 | 4 | 1 |
30 | Chen, Pin | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1999 | male | 12 | 60 | 2017 | 17 | 169 | 2017 | 2 | 3 | 1 | 1 | 1 | 4 | 4 | 4 | 2 | 5 | 2 | 4 | 8 | 2 | 3 | 2 | 1 | 5 | 4 | 0 | 6 | 2 | 4 |  4 | 3 | 2 | 2 | 1 | 5 | 4 | 5 | 6 | 7 | 4 | 10 | 13 | 10 | 11 | 13 | 7 | 11 | 16 | 7 | 10 | 12 | 15 |
31 | Kim, Hee-Jeong | RICE UNIVERSITY | 1999 | female | 5 | 36 | 2015 | 10 | 153 | 2017 | 0 | 0 | 0 | 2 | 0 | 3 | 2 | 0 | 1 | 4 | 3 | 0 | 3 | 1 | 2 | 4 | 5 | 3 | 3 | 1 | 1 | 3 | 0 |  0 | 0 | 0 | 2 | 0 | 8 | 3 | 9 | 6 | 12 | 8 | 5 | 5 | 4 | 8 | 9 | 16 | 14 | 22 | 7 | 8 | 11 | 2 |
32 | Showman, Adam Peter | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1999 | male | 5 | 24 | 2016 | 5 | 138 | 2017 | 0 | 0 | 0 | 2 | 1 | 2 | 1 | 1 | 1 | 0 | 2 | 2 | 1 | 1 | 3 | 2 | 1 | 2 | 0 | 4 | 1 | 1 | 1 |  0 | 0 | 0 | 2 | 1 | 2 | 1 | 2 | 2 | 0 | 3 | 8 | 5 | 7 | 10 | 11 | 10 | 8 | 6 | 18 | 18 | 14 | 10 |
33 | Wilson-Hodge, Colleen Anne | UNIVERSITY OF ALABAMA IN HUNTSVILLE | 1999 | female | 1 | 3 | 2014 | 49 | 120 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 |  1 | 14 | 10 | 10 | 6 | 8 | 1 | 1 | 3 | 8 | 2 | 5 | 4 | 8 | 2 | 6 | 19 | 13 | 18 | 4 | 9 | 4 | 10 |
34 | Hashimoto, Yasuhiro | Yale University | 1999 | male | 4 | 9 | 2014 | 10 | 30 | 2016 | 0 | 0 | 0 | 1 | 1 | 2 | 1 | 0 | 1 | 0 | 1 | 1 | 0 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 1 | 2 | 2 | 5 | 2 | 3 | 1 | 1 | 2 | 2 | 0 | 5 | 2 | 3 | 2 | 0 | 2 | 0 | 2 | 2 | 1 |
35 | Frye, Brenda Louise | UNIVERSITY OF CALIFORNIA, BERKELEY | 1999 | female | 3 | 4 | 2012 | 6 | 44 | 2017 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 2 | 2 | 1 | 2 | 1 | 0 | 3 | 3 | 2 | 1 | 4 | 1 | 1 | 1 | 1 | 0 | 1 | 9 | 8 |
36 | Sugita, Seiji | BROWN UNIVERSITY | 1999 | male | 3 | 7 | 2009 | 3 | 83 | 2017 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 1 | 4 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 2 | 7 | 4 | 4 | 9 | 9 | 8 | 6 | 6 | 4 | 7 | 4 | 3 | 5 | 4 |
37 | Holtmann, Erich Nielsen | UNIVERSITY OF CALIFORNIA, BERKELEY | 1999 | male | 3 | 0 | 1999 | 4 | 1 | 2000 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
38 | Harbuck, Charles Craig | THE CATHOLIC UNIVERSITY OF AMERICA | 1999 | male | 1 | 0 | 1999 | 1 | 0 | 1999 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
39 | Kundu, Arunav | UNIVERSITY OF MARYLAND COLLEGE PARK | 1999 | male | 5 | 11 | 2017 | 10 | 57 | 2017 | 0 | 1 | 0 | 1 | 1 | 2 | 0 | 2 | 2 | 1 | 1 | 1 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 4 | 2 | 3 | 0 | 2 | 3 | 5 | 2 | 3 | 2 | 6 | 5 | 3 | 7 | 5 | 5 | 0 | 3 | 1 | 0 |
40 | Lockitch, Keith H. | THE UNIVERSITY OF WISCONSIN - MILWAUKEE | 1999 | male | 2 | 3 | 2004 | 2 | 5 | 2016 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |
41 | Gawiser, Eric Joseph | UNIVERSITY OF CALIFORNIA, BERKELEY | 1999 | male | 3 | 6 | 2009 | 3 | 123 | 2017 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 1 | 4 | 4 | 1 | 5 | 2 | 3 | 12 | 9 | 6 | 10 | 11 | 13 | 9 | 5 | 8 | 8 | 9 |
42 | Jijina, Jasmin | THE UNIVERSITY OF MICHIGAN | 1999 | female | 3 | 0 | 1999 | 5 | 0 | 1999 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 1 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
43 | Finkbeiner, Douglas Paul | UNIVERSITY OF CALIFORNIA, BERKELEY | 1999 | male | 3 | 16 | 2016 | 5 | 110 | 2017 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 1 | 1 | 3 | 0 | 0 | 1 | 2 | 2 | 0 | 1 | 1 | 1 | 0 | 0 | 2 |  0 | 0 | 0 | 0 | 3 | 2 | 1 | 4 | 4 | 10 | 11 | 5 | 8 | 9 | 10 | 9 | 8 | 3 | 5 | 6 | 5 | 4 | 6 |
44 | Orloff, Seth Michael | RICE UNIVERSITY | 1999 | male | 1 | 0 | 1999 | 1 | 0 | 1999 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
45 | Brunt, Christopher Michael | UNIVERSITY OF MASSACHUSETTS | 1999 | male | 1 | 15 | 2015 | 5 | 67 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 3 | 4 | 1 | 0 | 0 | 0 | 0 | 1 | 3 | 0 | 0 | 1 | 1 | 1 | 0 |  0 | 0 | 2 | 0 | 1 | 2 | 0 | 1 | 4 | 7 | 3 | 4 | 2 | 1 | 7 | 1 | 15 | 8 | 4 | 2 | 2 | 4 | 2 |
46 | Walker, Peter Wykoff, II | RICE UNIVERSITY | 1999 | male | 1 | 0 | 1999 | 5 | 9 | 2008 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 3 | 2 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 3 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
47 | Coble, Kimberly Ann | THE UNIVERSITY OF CHICAGO | 1999 | female | 3 | 3 | 2007 | 3 | 12 | 2007 | 0 | 0 | 0 | 1 | 0 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 2 | 4 | 2 | 3 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
48 | Fodor, Imola K. | UNIVERSITY OF CALIFORNIA, BERKELEY | 1999 | female | 1 | 0 | 1999 | 2 | 0 | 1999 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
49 | Glaccum, William Joseph | THE UNIVERSITY OF CHICAGO | 1999 | male | 2 | 0 | 1999 | 7 | 9 | 2016 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 2 | 2 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 2 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 2 |
50 | Harmon, Robert Olin, II | THE UNIVERSITY OF CHICAGO | 1999 | male | 1 | 1 | 2000 | 2 | 8 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 2 | 2 |
51 | Jogee, Shardha | California Institute of Technology | 1999 | female | 3 | 6 | 2009 | 5 | 72 | 2016 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 2 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 1 | 3 | 0 | 1 | 2 | 0 | 9 | 7 | 6 | 2 | 5 | 11 | 2 | 4 | 4 | 6 | 4 | 3 | 6 |
52 | Lenters, Geoffrey T. | UNIVERSITY OF ALABAMA IN HUNTSVILLE | 1999 | male | 2 | 2 | 2003 | 2 | 2 | 2003 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
53 | Snook, Kelly Jean | STANFORD UNIVERSITY | 1999 | female | 1 | 0 | 1999 | 1 | 4 | 2010 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 |
